@N: MF248 |Running in 64-bit mode.
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":293:4:293:5|Removing sequential instance float_alu0.fp_exp_clk0.delay_nx.buf[143] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":293:4:293:5|Removing sequential instance float_alu0.fp_exp_clk0.delay_nx.buf[172] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":293:4:293:5|Removing sequential instance float_alu0.fp_exp_clk0.delay_nx.buf[173] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":293:4:293:5|Removing sequential instance float_alu0.fp_exp_clk0.delay_nx.buf[174] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":293:4:293:5|Removing sequential instance float_alu0.fp_exp_clk0.delay_nx.buf[175] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":293:4:293:5|Removing sequential instance float_alu0.fp_exp_clk0.delay_nx.buf[176] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":293:4:293:5|Removing sequential instance float_alu0.fp_exp_clk0.delay_nx.buf[177] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":293:4:293:5|Removing sequential instance float_alu0.fp_exp_clk0.delay_nx.buf[178] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":293:4:293:5|Removing sequential instance float_alu0.fp_exp_clk0.delay_nx.buf[179] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: FX404 :"c:\users\yisong\documents\new\mlp\fp_div.vhd":143:17:143:52|Found addmux in view:work.main(rtl) inst float_alu0.fp_div0.frac_final[22:0] from float_alu0.fp_div0.un27_frac_final[22:0] 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":376:8:376:9|Removing sequential instance float_alu0.fp_exp_clk0.mult_klog2.buf_r[897] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":376:8:376:9|Removing sequential instance float_alu0.fp_exp_clk0.mult_klog2.buf_r[898] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":376:8:376:9|Removing sequential instance float_alu0.fp_exp_clk0.mult_klog2.buf_r[899] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":376:8:376:9|Removing sequential instance float_alu0.fp_exp_clk0.exp_y2.exp_y2_23\.exp_y2.t_1.mult_r0_1.buf_r[82] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":376:8:376:9|Removing sequential instance float_alu0.fp_exp_clk0.mult_k.buf_r[348] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":376:8:376:9|Removing sequential instance float_alu0.fp_exp_clk0.mult_klog2.buf_r[967] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":376:8:376:9|Removing sequential instance float_alu0.fp_exp_clk0.mult_klog2.buf_r[968] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":376:8:376:9|Removing sequential instance float_alu0.fp_exp_clk0.mult_klog2.buf_r[969] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":376:8:376:9|Removing sequential instance float_alu0.fp_exp_clk0.mult_klog2.buf_r[970] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":376:8:376:9|Removing sequential instance float_alu0.fp_exp_clk0.mult_klog2.buf_r[971] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":376:8:376:9|Removing sequential instance float_alu0.fp_exp_clk0.mult_klog2.buf_r[972] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":376:8:376:9|Removing sequential instance float_alu0.fp_exp_clk0.mult_klog2.buf_r[974] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":376:8:376:9|Removing sequential instance float_alu0.fp_exp_clk0.mult_klog2.buf_r[931] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":376:8:376:9|Removing sequential instance float_alu0.fp_exp_clk0.mult_klog2.buf_r[932] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\fp_exp.vhd":376:8:376:9|Removing sequential instance float_alu0.fp_exp_clk0.mult_klog2.buf_r[934] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\test.vhd":187:2:187:3|Removing sequential instance test0.counter[0] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\test.vhd":187:2:187:3|Removing sequential instance test0.counter[1] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\test.vhd":187:2:187:3|Removing sequential instance test0.counter[2] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\test.vhd":187:2:187:3|Removing sequential instance test0.counter[3] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: BN362 :"c:\users\yisong\documents\new\mlp\test.vhd":187:2:187:3|Removing sequential instance test0.counter[4] in hierarchy view:work.main(rtl) because there are no references to its outputs 
@N: FX103 :"c:\users\yisong\documents\new\mlp\test.vhd":187:2:187:3|Instance "test0.un1_sram_input_16_m0s2" with "1280" loads has been replicated "1" time(s) due to a soft fanout limit of "1000" 
@N: FX103 :"c:\users\yisong\documents\new\mlp\test.vhd":414:11:414:20|Instance "test0.h_0_sqmuxa" with "1281" loads has been replicated "1" time(s) due to a soft fanout limit of "1000" 
@N: FX103 :"c:\users\yisong\documents\new\mlp\test.vhd":187:2:187:3|Instance "test0.state_s5_0_a3" with "1785" loads has been replicated "1" time(s) due to a soft fanout limit of "1000" 
@N: FX103 :"c:\users\yisong\documents\new\mlp\test.vhd":198:4:198:7|Instance "test0.un1_sram_input_16_sn.m14" with "1280" loads has been replicated "1" time(s) due to a soft fanout limit of "1000" 
@N: FX164 |The option to pack flops in the IOB has not been specified 
@N: BW106 |Synplicity Constraint File capacitance units using default value of 1pF 
@N: MT320 |Timing report estimates place and route data. Please look at the place and route timing report for final timing.
@N: MT322 |Clock constraints cover only FF-to-FF paths associated with the clock.
@N: MT320 |Timing report estimates place and route data. Please look at the place and route timing report for final timing.
@N: MT322 |Clock constraints cover only FF-to-FF paths associated with the clock.
